FIELD,ID,RA_y,DEC_y,z_50_y,HeII-4687_FLUX,HeII-4687_FLUX_ERR,NeV-3426_FLUX,NeV-3426_FLUX_ERR,Ha_FLUX_y,Ha_FLUX_ERR_y,Hb_FLUX_y,Hb_FLUX_ERR_y,NeIII-3867_FLUX_y,NeIII-3867_FLUX_ERR_y,OII_FLUX_y,OII_FLUX_ERR_y,OIII_FLUX_y,OIII_FLUX_ERR_y,DL,NeV_L_ERR,NeV_L,HeII_L_ERR,HeII_L
GN1,37037,189.28702932,62.345863575,1.431757050458373,-99.0,-99.0,0.170766891033182,1.1957076259235702,6.94620213361829,0.562391803057194,2.43800268554984,0.7970830387609521,1.6461871306776799,0.67267333667753,3.45527052129971,0.751584909573459,10.8879159834214,0.8361400752359549,10504.977565223662,1.578729363756502e+41,2.2546875121186513e+40,-1.3071272911818332e+43,-1.3071272911818332e+43
GN3,37037,189.28702932,62.345863575,1.431757050458373,-99.0,-99.0,0.170766891033182,1.1957076259235702,6.94620213361829,0.562391803057194,2.43800268554984,0.7970830387609521,1.6461871306776799,0.67267333667753,3.45527052129971,0.751584909573459,10.8879159834214,0.8361400752359549,10504.977565223662,1.578729363756502e+41,2.2546875121186513e+40,-1.3071272911818332e+43,-1.3071272911818332e+43
GN1,37738,189.2811852,62.36328762900001,1.450627992173246,-99.0,-99.0,13.177380172855301,1.30712833935438,45.4352189874349,1.0331382397518,8.09268879458132,0.952066990828847,4.52283402829766,0.6577779748535449,21.9916567805464,0.7587287322395171,75.56912385467899,1.3255802657406501,10676.99332347836,1.7828245343986406e+41,1.7972953354273018e+42,-1.350285382020273e+43,-1.350285382020273e+43
GN1,37495,189.31189689,62.35440855099998,1.747341340511438,-99.0,-99.0,0.576111189190416,0.8023516320818921,-99.0,-99.0,1.9248544673568602,0.94840459038762,2.54237468799308,0.634072374403314,8.84551158230226,0.6392683038880219,10.9866186020942,1.05500398331356,13442.352361406049,1.734633462762926e+41,1.2455159397492703e+41,-2.1403173614533407e+43,-2.1403173614533407e+43
GN1,37906,189.31980049,62.36782008000002,1.686337698153359,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.07792266986406,0.8253185816387529,1.4326817753950098,0.5685334201649199,3.71734035165864,0.601595621265645,10.484629140279,0.911247571219425,12865.085415970265,-1.9604373668095155e+43,-1.9604373668095155e+43,-1.9604373668095155e+43,-1.9604373668095155e+43
GN1,37767,189.29601256,62.362755877,1.518116653690198,3.33134917004494,0.45673478439817905,1.52612311748945,0.454641884376928,-99.0,-99.0,3.23187438067096,0.432024655900504,0.49680756875785204,0.264843339006064,1.40256684780914,0.298862627937649,5.5137873455906705,0.49055684720590703,11296.190166871618,6.941061016439012e+40,2.3299467209471125e+41,6.973013520702272e+40,5.0860025551835916e+41
GN2,12318,189.20668112,62.20353196399999,2.01520450936908,0.47214500379710295,0.624647991197019,0.708855133064751,0.8690621878610799,-99.0,-99.0,1.813346858317,0.596534519251654,2.28468985092156,1.06869472435164,2.68009334372104,0.681356945844072,11.776097756326301,0.689834849284264,16023.59480344774,2.66970449152223e+41,2.1775584751180772e+41,1.91887942084254e+41,1.4503998159086813e+41
GN2,19913,189.14832276,62.24000089900001,2.010370267224622,10.2543667031061,1.23824467766201,14.721190561539201,1.9115846908682301,-99.0,-99.0,8.45312906279204,1.17207327468415,5.73072479459785,3.14280695753656,5.29491267364707,1.68435626971645,43.629649145302096,1.40445347536979,15976.386947176463,5.837718029717117e+41,4.495650125810866e+42,3.781429781541944e+41,3.131543251628802e+42
GN7,19913,189.14832276,62.24000089900001,2.010370267224622,10.2543667031061,1.23824467766201,14.721190561539201,1.9115846908682301,-99.0,-99.0,8.45312906279204,1.17207327468415,5.73072479459785,3.14280695753656,5.29491267364707,1.68435626971645,43.629649145302096,1.40445347536979,15976.386947176463,5.837718029717117e+41,4.495650125810866e+42,3.781429781541944e+41,3.131543251628802e+42
GN2,18197,189.21988615,62.23178554000002,1.359751093923414,-99.0,-99.0,5.981806417646739,3.1346239285722,88.8160672513408,0.873287233807098,11.5928796836098,1.68814044867371,6.64622043156399,1.50359859589052,55.7858724295688,1.28122550834748,111.936710680061,1.86604756846455,9853.326515758772,3.641192359172879e+41,6.948491531457064e+41,-1.1499881701034243e+43,-1.1499881701034243e+43
GN2,20801,189.1476214,62.24377994100001,1.999766095357096,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.63697711758667,0.48025541963525203,2.57748136959462,0.837300607701738,11.304323367513401,0.941712746458528,22.097081896334,0.5609598848643159,15872.90977184183,-2.9842879057030216e+43,-2.9842879057030216e+43,-2.9842879057030216e+43,-2.9842879057030216e+43
GN7,20801,189.1476214,62.24377994100001,1.999766095357096,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.63697711758667,0.48025541963525203,2.57748136959462,0.837300607701738,11.304323367513401,0.941712746458528,22.097081896334,0.5609598848643159,15872.90977184183,-2.9842879057030216e+43,-2.9842879057030216e+43,-2.9842879057030216e+43,-2.9842879057030216e+43
GN2,23370,53.1497301339772,-27.80117955838864,1.808624441004312,-99.0,-99.0,0.597455141496664,0.741823597665472,-99.0,-99.0,1.7981265755205,0.51499627739723,1.08976519205117,0.6648790598714149,4.71655317729323,0.612681510993115,9.76598985660066,0.591621789446338,14026.41120456244,1.7461687307511364e+41,1.4063417359478918e+41,-2.330347873650673e+43,-2.330347873650673e+43
GN4,23370,53.1497301339772,-27.80117955838864,1.808624441004312,-99.0,-99.0,0.597455141496664,0.741823597665472,-99.0,-99.0,1.7981265755205,0.51499627739723,1.08976519205117,0.6648790598714149,4.71655317729323,0.612681510993115,9.76598985660066,0.591621789446338,14026.41120456244,1.7461687307511364e+41,1.4063417359478918e+41,-2.330347873650673e+43,-2.330347873650673e+43
GS4,23370,53.1497301339772,-27.80117955838864,1.808624441004312,-99.0,-99.0,0.597455141496664,0.741823597665472,-99.0,-99.0,1.7981265755205,0.51499627739723,1.08976519205117,0.6648790598714149,4.71655317729323,0.612681510993115,9.76598985660066,0.591621789446338,14026.41120456244,1.7461687307511364e+41,1.4063417359478918e+41,-2.330347873650673e+43,-2.330347873650673e+43
GN2,11502,189.26094304,62.19919875099998,1.991615710773547,0.21400333743476901,0.9426351470596199,1.9815715081947698,1.42781070132196,-99.0,-99.0,2.53627126399728,0.881124717455418,3.08738512788138,1.34454013137625,7.626524605576909,1.04177224436376,11.795138603283402,1.0460217598183101,15793.44818323183,4.2610534459748536e+41,5.9136565481833795e+41,2.8131311370313723e+41,6.386558509347663e+40
GN2,20177,189.16946393,62.24135491600001,1.393534841633599,3.8681711859458603,0.393339552054285,11.5053981785291,1.8155983077536801,-99.0,-99.0,7.02323882420249,0.564119557996561,1.73293227146337,1.25120325138523,3.4323226224798904,0.876857814707661,8.65733107606152,0.5505861344077541,10158.123301863105,2.241502144296149e+41,1.4204339461001962e+42,4.85609314351587e+40,4.775568456290134e+41
GN2,17886,189.1781809,62.23062061700002,1.774730154335695,0.0383562483221475,0.52661027507077,0.356946610531926,0.8745130617632151,-99.0,-99.0,0.703122725698456,0.5076045415450381,1.12105206604997,0.663718294851815,2.3611358257485997,0.6869692923616519,4.61210453010256,0.584127180759082,13702.878694984483,1.9646371678974953e+41,8.018983462546964e+40,1.1830562225277412e+41,8.616922304495034e+39
GN2,24570,189.2207019299999,62.26270366499957,2.426192409053029,-99.0,-99.0,0.268385795449721,1.12841853632627,-99.0,-99.0,1.1862860367402999,0.895033144985913,1.4305589996120602,0.864402451441562,3.83720659734867,0.953470633071844,14.7935942861073,4.7407640443598495,20109.68538123929,5.4597554803629696e+41,1.2985614560433875e+41,-4.790029365484028e+43,-4.790029365484028e+43
GN2,19911,189.22022547,62.239819602,1.878074665165565,-99.0,-99.0,0.504316655499425,0.456010910759074,-99.0,-99.0,1.37071593173995,0.6277031465337011,0.62790773886431,0.416370158053308,2.6724962195857,0.370614561503885,15.597166169396699,0.700790488671873,14693.107606150028,1.1778635476977885e+41,1.302635947944401e+41,-2.5571425698559496e+43,-2.5571425698559496e+43
GN2,21290,189.26806046,62.246179592,2.216478606252471,1.52284133524926,0.7896820069109739,8.83993386311316,1.0355134016921699,-99.0,-99.0,5.90104266246208,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.8063518831534,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.063726204476052e+41,5.908161593187268e+41
GN4,21290,189.26806046,62.246179592,2.216478606252471,1.52284133524926,0.7896820069109739,8.83993386311316,1.0355134016921699,-99.0,-99.0,5.90104266246208,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.8063518831534,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.063726204476052e+41,5.908161593187268e+41
GN2,21534,189.18347312,62.247397339,1.777281839014459,2.14960886786881,0.942854882647144,0.32397619739631,0.641399305533162,-99.0,-99.0,2.02573236938413,0.874864306176957,1.5876097541724001,0.575690031802193,4.7647299991389,0.536334892953355,1.32472302491099,0.953506026368762,13727.192380370243,1.4460534797489685e+41,7.304138055019312e+40,2.1256938886406632e+41,4.846356016704821e+41
GN2,25303,189.2010320900087,62.26568191699707,2.442471517146416,-99.0,-99.0,4.277868160824,0.7764313176283439,-99.0,-99.0,3.2944996015259,0.8325251117418869,2.35048977978143,0.747349512677743,10.2446055895701,0.625369102417072,28.5653773510626,4.61015863361637,20274.25330690928,3.818433312544236e+41,2.1038247583647436e+42,-4.86874871426592e+43,-4.86874871426592e+43
GN2,24089,189.2624384966491,62.26016354542583,1.813706968694783,-99.0,-99.0,1.0578850024886801,1.1926909694505001,-99.0,-99.0,0.731948501585376,0.659414832436663,1.43890270182027,0.9128434992745871,4.47364405597222,1.03413625814438,3.34791821296821,0.7870504153903549,14075.031294239854,2.826956321692651e+41,2.5074346767185262e+41,-2.346531356538353e+43,-2.346531356538353e+43
GN4,24089,189.2624384966491,62.26016354542583,1.813706968694783,-99.0,-99.0,1.0578850024886801,1.1926909694505001,-99.0,-99.0,0.731948501585376,0.659414832436663,1.43890270182027,0.9128434992745871,4.47364405597222,1.03413625814438,3.34791821296821,0.7870504153903549,14075.031294239854,2.826956321692651e+41,2.5074346767185262e+41,-2.346531356538353e+43,-2.346531356538353e+43
GN2,25004,189.1923747801479,62.26434637101141,1.400822714951369,-99.0,-99.0,11.1044012408149,2.75767091481223,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10224.095409667627,3.44893218440241e+41,1.3887924995783009e+42,-1.2381618285990717e+43,-1.2381618285990717e+43
GN2,19235,189.13854002,62.23644663100001,1.43080775818793,17.5356641496124,6.23463086844641,10.391536101930999,4.5466831254284905,-99.0,-99.0,11.6815008592099,4.03625907523494,-99.0,-99.0,6.81840775667204,18.5731763816459,-99.0,-99.0,10496.337678506523,5.993254289101515e+41,1.369770370953262e+42,8.218238914496534e+41,2.3114805117852524e+42
GN7,19235,189.13854002,62.23644663100001,1.43080775818793,17.5356641496124,6.23463086844641,10.391536101930999,4.5466831254284905,-99.0,-99.0,11.6815008592099,4.03625907523494,-99.0,-99.0,6.81840775667204,18.5731763816459,-99.0,-99.0,10496.337678506523,5.993254289101515e+41,1.369770370953262e+42,8.218238914496534e+41,2.3114805117852524e+42
GN2,25505,189.26185836,62.266997332,1.574946433936163,-99.0,-99.0,0.59361115040366,0.952796345917108,16.6160443027833,3.1334217814862497,3.68694955490845,0.908354142343621,0.752117410194911,0.7343580770509799,5.4931541345113795,0.822511253908746,25.270314806302498,1.04754876592753,11822.270292740292,1.5932879841589544e+41,9.926502313467184e+40,-1.655500790989172e+43,-1.655500790989172e+43
GN3,25505,189.26185836,62.266997332,1.574946433936163,-99.0,-99.0,0.59361115040366,0.952796345917108,16.6160443027833,3.1334217814862497,3.68694955490845,0.908354142343621,0.752117410194911,0.7343580770509799,5.4931541345113795,0.822511253908746,25.270314806302498,1.04754876592753,11822.270292740292,1.5932879841589544e+41,9.926502313467184e+40,-1.655500790989172e+43,-1.655500790989172e+43
GN4,25505,189.26185836,62.266997332,1.574946433936163,-99.0,-99.0,0.59361115040366,0.952796345917108,16.6160443027833,3.1334217814862497,3.68694955490845,0.908354142343621,0.752117410194911,0.7343580770509799,5.4931541345113795,0.822511253908746,25.270314806302498,1.04754876592753,11822.270292740292,1.5932879841589544e+41,9.926502313467184e+40,-1.655500790989172e+43,-1.655500790989172e+43
GN2,13352,189.19266463,62.20808387600001,1.589789407396005,-99.0,-99.0,3.10556143889579,1.4199865577772701,-99.0,-99.0,0.45457465917825896,1.2273549253857,1.3715864591170701,1.78883185912259,4.3822425095047,1.91130255945396,10.1809226735657,1.28827180146487,11960.35173796215,2.430326184742158e+41,5.315210374306817e+41,-1.694398379841656e+43,-1.694398379841656e+43
GN2,11785,189.23250176,62.20029981799999,1.919360936208572,0.261696245246934,1.78911586156353,2.42227807901753,2.71727023178576,-99.0,-99.0,2.06140972602872,1.77778265802833,3.33341459169937,1.92588383965988,9.63238461266368,2.18535529920095,3.4467267927802596,1.81628169757227,15091.763436948539,7.404661985678992e+41,6.600797447612414e+41,4.87540696288734e+41,7.131319573252074e+40
GN2,26410,189.2258273894941,62.2714218771636,1.863798645157712,0.503829964342166,0.670840257777902,0.187175354876521,1.10832933001108,-99.0,-99.0,1.01470847462261,0.6733873169771261,1.55930187503324,0.722659093465422,5.88205350539304,0.934425089209027,5.67618539265941,0.7214263745927689,14555.657822909548,2.8094734386152533e+41,4.744656427018066e+40,1.7004944602178702e+41,1.2771446753860015e+41
GN3,35084,189.24489199,62.32566672400001,1.563896852021337,-99.0,-99.0,0.970509647522972,0.9028957213843031,4.7707130112024805,1.72794298386897,1.24064422021768,0.9486067584599269,1.26735631828466,0.631021225177024,3.83183505643757,0.682064884518082,10.2008353440078,1.02456893729554,11719.658262140409,1.4837472273686125e+41,1.5948585916864588e+41,-1.626887491329365e+43,-1.626887491329365e+43
GN3,33438,189.1828782698184,62.3127340323187,1.683270498875124,2.05314939214091,1.03901206462678,0.129538227663445,1.0720547789644799,-99.0,-99.0,3.095677916208,0.9517855576872939,1.98816021107918,1.02684506333443,10.5263916548049,0.9226988404131871,22.1705702241773,1.01386702014056,12836.173157751435,2.1133943418563504e+41,2.553650828015152e+40,2.0482556130422098e+41,4.047474432722222e+41
GN5,33438,189.1828782698184,62.3127340323187,1.683270498875124,2.05314939214091,1.03901206462678,0.129538227663445,1.0720547789644799,-99.0,-99.0,3.095677916208,0.9517855576872939,1.98816021107918,1.02684506333443,10.5263916548049,0.9226988404131871,22.1705702241773,1.01386702014056,12836.173157751435,2.1133943418563504e+41,2.553650828015152e+40,2.0482556130422098e+41,4.047474432722222e+41
GN3,35269,189.2729529,62.32691829099998,1.629864946197676,0.501469648350737,0.836708764955363,-99.0,-99.0,4.51264078416766,4.05969642683015,1.4668846921657799,0.760631012477688,1.0676937891698,0.611789658360773,5.0298143935367605,0.537866068252838,7.880918481887369,0.807231946138855,12334.529596117844,-1.802074770786824e+43,-1.802074770786824e+43,1.5230421775982446e+41,9.128139410183874e+40
GN3,34470,189.26023761,62.32050135,1.987366427448259,0.703438773323836,0.684148116806417,0.215307570698658,0.472609371421113,-99.0,-99.0,1.4391257611336798,0.636388701850005,1.4481069786237601,1.08254656080224,5.22123086148179,0.41541863174682303,8.11006321406587,0.766665526944661,15752.044745901161,1.4030354096589812e+41,6.391835708833271e+40,2.0310304690839878e+41,2.0882986398105288e+41
GN3,26652,189.26198636,62.272441379,1.864864413426283,-99.0,-99.0,1.30591852009084,0.580670057920214,-99.0,-99.0,2.33325775684244,0.684822279157419,1.68075028769757,0.444295010781684,6.06217766455327,0.518825530534121,14.4944537424557,0.7288146496373621,14565.911908525632,1.4739991047112561e+41,3.3150025615824636e+41,-2.5130607196981574e+43,-2.5130607196981574e+43
GN4,26652,189.26198636,62.272441379,1.864864413426283,-99.0,-99.0,1.30591852009084,0.580670057920214,-99.0,-99.0,2.33325775684244,0.684822279157419,1.68075028769757,0.444295010781684,6.06217766455327,0.518825530534121,14.4944537424557,0.7288146496373621,14565.911908525632,1.4739991047112561e+41,3.3150025615824636e+41,-2.5130607196981574e+43,-2.5130607196981574e+43
GN3,34721,189.3180489,62.322352404,2.122199976259269,-99.0,-99.0,2.1933985197543002,1.06808996725851,-99.0,-99.0,2.96811195425211,0.65900887065774,1.34914327969726,0.897050879366832,8.55932444765588,1.08732781360022,23.7897085348519,0.8319392727415511,17073.838788144694,3.725311712281385e+41,7.650191880665513e+41,-3.452947512113415e+43,-3.452947512113415e+43
GN3,36512,189.21561906,62.33912736700001,1.360468720530498,0.839069186525509,0.158467149835318,3.01536219291622,0.854029399831102,-99.0,-99.0,3.8669123674724,0.167856090279118,0.801751095846753,0.39887096138480904,1.81696716300237,0.494797088799781,6.07081856723683,0.20313376695488802,9859.783216151573,9.933447101004832e+40,3.5072493803640565e+41,1.8431743104481491e+40,9.759440810916638e+40
GN3,31128,189.2138655140478,62.29747924876376,1.864733795690193,1.42023955217872,0.77363279328955,3.91994848950599,1.53559547500396,-99.0,-99.0,2.86975014639574,0.770783975755704,2.14403886248609,1.25517080898396,7.44515051354737,1.28603278552431,2.73783631154095,0.777671927560196,14564.655132724014,3.897352289125651e+41,9.948857278829513e+41,1.9634855578497485e+41,3.604578132646719e+41
GN5,31128,189.2138655140478,62.29747924876376,1.864733795690193,1.42023955217872,0.77363279328955,3.91994848950599,1.53559547500396,-99.0,-99.0,2.86975014639574,0.770783975755704,2.14403886248609,1.25517080898396,7.44515051354737,1.28603278552431,2.73783631154095,0.777671927560196,14564.655132724014,3.897352289125651e+41,9.948857278829513e+41,1.9634855578497485e+41,3.604578132646719e+41
GN3,31922,189.33562255,62.301781951,1.747227846222083,-99.0,-99.0,0.321196497532166,2.21521757575329,-99.0,-99.0,1.24065095878098,1.09261522631513,1.9760770361796798,1.90612449375555,1.4217394948068698,1.8255322864828,5.553564281993769,1.26550653472784,13441.27450320085,4.788392244321383e+41,6.942951493887503e+40,-2.1399741378749888e+43,-2.1399741378749888e+43
GN3,28040,189.30388648,62.28026409499998,1.459896667663112,10.8793607842813,1.34568240451571,6.478309430090331,1.22633458568226,-99.0,-99.0,11.9094211787745,1.26428242750242,1.29397446950544,0.720155071559317,3.8066686087889,0.7682714986340851,17.8689158856929,1.26786191383143,10761.663260412712,1.6992614419487226e+41,8.97662151266892e+41,1.8646348637637284e+41,1.5074905747270614e+42
GN4,28040,189.30388648,62.28026409499998,1.459896667663112,10.8793607842813,1.34568240451571,6.478309430090331,1.22633458568226,-99.0,-99.0,11.9094211787745,1.26428242750242,1.29397446950544,0.720155071559317,3.8066686087889,0.7682714986340851,17.8689158856929,1.26786191383143,10761.663260412712,1.6992614419487226e+41,8.97662151266892e+41,1.8646348637637284e+41,1.5074905747270614e+42
GN3,30511,189.23978021,62.29342603700001,1.48972733727871,0.624596939334266,1.23322967416182,1.39380550450891,1.40974216284128,-99.0,-99.0,5.14126218625661,1.06553130181723,2.04382543230778,1.47847271395481,1.30552210360756,1.55940672767912,6.47154520824249,1.11787988671884,11034.971173150461,2.0538774373990464e+41,2.030659047654341e+41,1.7967133775632938e+41,9.099859498999626e+40
GN4,30511,189.23978021,62.29342603700001,1.48972733727871,0.624596939334266,1.23322967416182,1.39380550450891,1.40974216284128,-99.0,-99.0,5.14126218625661,1.06553130181723,2.04382543230778,1.47847271395481,1.30552210360756,1.55940672767912,6.47154520824249,1.11787988671884,11034.971173150461,2.0538774373990464e+41,2.030659047654341e+41,1.7967133775632938e+41,9.099859498999626e+40
GN3,30529,189.33446511,62.29348321099999,2.01037161620025,-99.0,-99.0,7.881927906431421,3.70283103652201,-99.0,-99.0,3.29453185652832,0.6557791324179361,2.20713714358435,1.8133605600275098,6.81239444440903,1.23678101974424,19.0100879839769,0.754482527870007,15976.400117324683,1.1307957865874737e+42,2.4070368803947713e+42,-3.023329494864313e+43,-3.023329494864313e+43
GN3,28073,189.25705597,62.28104838600002,1.751822994300403,1.68673783630751,1.38564556549001,-99.0,-99.0,-99.0,-99.0,5.4776087560079,1.27699412964577,3.4880951097877304,1.9162937511332099,5.610546778697209,1.91274051984053,10.570229944961,1.3967574731903298,13484.926126304694,-2.1538961849519485e+43,-2.1538961849519485e+43,3.0146835325298153e+41,3.6697557481180306e+41
GN4,28073,189.25705597,62.28104838600002,1.751822994300403,1.68673783630751,1.38564556549001,-99.0,-99.0,-99.0,-99.0,5.4776087560079,1.27699412964577,3.4880951097877304,1.9162937511332099,5.610546778697209,1.91274051984053,10.570229944961,1.3967574731903298,13484.926126304694,-2.1538961849519485e+43,-2.1538961849519485e+43,3.0146835325298153e+41,3.6697557481180306e+41
GN3,34179,189.21322199,62.31785303900001,1.609606073265577,-99.0,-99.0,0.386425157051605,0.531172470153477,41.3544747423201,19.1558005956954,1.60885835692626,0.587587693902382,1.01218573387763,0.422872927618472,4.39206481594565,0.392056131767381,15.552236011591,0.637971051162613,12145.129963235413,9.374159102392912e+40,6.8196510679897505e+40,-1.7471570973336583e+43,-1.7471570973336583e+43
GN5,34179,189.21322199,62.31785303900001,1.609606073265577,-99.0,-99.0,0.386425157051605,0.531172470153477,41.3544747423201,19.1558005956954,1.60885835692626,0.587587693902382,1.01218573387763,0.422872927618472,4.39206481594565,0.392056131767381,15.552236011591,0.637971051162613,12145.129963235413,9.374159102392912e+40,6.8196510679897505e+40,-1.7471570973336583e+43,-1.7471570973336583e+43
GN3,27179,189.29775138,62.27560319999998,1.483099212646317,1.31058703374314,1.7081776084618798,-99.0,-99.0,10.9059702188093,1.06746442278559,2.82111234385353,1.47363275168447,2.59801915978844,2.29471124297491,4.08056040353416,2.08420399437953,3.89035855977967,1.46887312112209,10974.139537227755,-1.4264895015651913e+43,-1.4264895015651913e+43,2.4613105305854618e+41,1.8884228732546005e+41
GN4,27179,189.29775138,62.27560319999998,1.483099212646317,1.31058703374314,1.7081776084618798,-99.0,-99.0,10.9059702188093,1.06746442278559,2.82111234385353,1.47363275168447,2.59801915978844,2.29471124297491,4.08056040353416,2.08420399437953,3.89035855977967,1.46887312112209,10974.139537227755,-1.4264895015651913e+43,-1.4264895015651913e+43,2.4613105305854618e+41,1.8884228732546005e+41
GN3,34824,189.33346734,62.32333523000002,2.308632268434855,-99.0,-99.0,0.684079827968605,1.09388702130695,-99.0,-99.0,2.13538661550706,0.982900846053857,2.00947778826868,1.2078987128046799,3.5371488376514,1.27740852295654,11.607720455080498,1.13474016294505,18927.064008467856,4.6884727960345436e+41,2.9320118086004917e+41,-4.2432060877077966e+43,-4.2432060877077966e+43
GN3,35204,189.27838695,62.326530233,2.097219711793285,-99.0,-99.0,0.569897301158394,0.412350017560399,-99.0,-99.0,4.09673191320123,0.5768729167611051,1.4188561835032,0.8489846305242961,9.859144064535279,0.937961401526972,20.4721188545419,0.734520705609277,16827.729932705344,1.3970421631180337e+41,1.9308124759539584e+41,-3.3541207289612104e+43,-3.3541207289612104e+43
GN3,32668,189.3213944,62.30646098799999,1.779707113509994,0.281296856154836,0.8100700907409151,1.83726467095252,1.44237416734432,-99.0,-99.0,3.87180721762417,0.8040244107964919,1.8733076143276601,1.1647750290349301,6.4710817778787595,1.23665739040936,13.5216832836101,0.9381080394471549,13750.308104922104,3.2628358390803535e+41,4.156128936569492e+41,1.8324827108509706e+41,6.363296601273147e+40
GN4,26304,189.3115321102167,62.27133179001452,1.631704534045434,7.294978753929151,1.20374631478694,1.6454469339484201,0.9691188918819099,46.2141182421351,8.76060372839409,1.23732373623363,1.09499145208236,1.48080374643425,0.661270846579095,6.99393854563828,0.725390004703568,13.3555106455479,1.13024917043315,12351.75252290649,1.7689951906832823e+41,3.003540367505286e+41,2.1972757517147833e+41,1.3315995013550802e+42
GN4,18633,189.3493450684482,62.23346280729702,1.623001749691004,-99.0,-99.0,0.23130235040026598,2.24486201186185,8.54678621871328,8.5331747973736,4.29438956061431,1.6327111896253501,5.762881534085129,1.71554092400851,4.1768439389010705,1.8246375862695599,4.43207521124909,1.4027690358962899,12270.309843581896,4.043832318423745e+41,4.1666165445073726e+40,-1.783358609164205e+43,-1.783358609164205e+43
GN4,25827,189.3110870542668,62.26830782048237,1.815265655586683,-99.0,-99.0,0.0638472728787948,0.602325991352632,-99.0,-99.0,1.71990020408301,0.754433177346905,1.61029321643313,0.597497579700906,3.01237458613612,0.526225339617461,6.6278285272793305,0.912460433848285,14089.94735339392,1.430680882893789e+41,1.5165387853753897e+40,-2.351507480001198e+43,-2.351507480001198e+43
GN4,24427,189.3707711817513,62.26168389989362,1.774389089958348,-99.0,-99.0,10.6003922975075,1.67830113307571,-99.0,-99.0,23.6846472110587,1.0373518698116602,5.3114638276358805,1.55107960221415,44.4683229913688,1.4182006381328098,138.640616454003,1.44795833203174,13699.629403645591,3.768599228695776e+41,2.3803016901411622e+42,-2.2230296833390223e+43,-2.2230296833390223e+43
GN5,32712,189.141102049698,62.30693342945782,1.989084408083063,-99.0,-99.0,0.456508661089012,0.316845565119179,-99.0,-99.0,1.11542783181583,0.330495998185633,0.708572184889116,0.535251426831689,2.65675217888405,0.26608428469740303,8.39493308395449,0.383010284951449,15768.782071914005,9.426193793830715e+40,1.3581187751100828e+41,-2.945261945636599e+43,-2.945261945636599e+43
GN5,31400,189.1721824999999,62.29880746899976,2.326525654790457,-99.0,-99.0,1.63666982941923,0.425500173182008,-99.0,-99.0,2.20727856886555,0.395219815600334,0.632475163978366,0.46334545270838695,4.76688234448884,0.508121658670688,10.9032697649239,0.57309166302799,19106.393603694065,1.8584445635478165e+41,7.148434568335249e+41,-4.323993816861121e+43,-4.323993816861121e+43
